Glottocode	AUTOTYP_area	Longitude	Latitude	Family_ID	Name
orun1242	NA	NA	NA	atla1278	Orungu
oruo1237	NA	NA	NA	aust1307	Oruone
orur1238	NA	NA	NA	quec1387	Oruro
orut1238	NA	NA	NA	atla1278	Orutagwenda
osag1244	NA	NA	NA	siou1252	Osage-Kansa
osak1237	NA	NA	NA	japo1237	Ōsaka
osay1238	NA	NA	NA	atla1278	Osayen
osel1234	NA	NA	NA	atla1278	Osele
oshi1235	NA	NA	NA	japo1237	Oshima
osku1234	NA	NA	NA	indo1319	Oskulaki
oslo1237	NA	NA	NA	sign1238	Oslo
osok1238	NA	NA	NA	atla1278	Osokom
osom1237	NA	NA	NA	aust1307	Oso Moko
osop1238	NA	NA	NA	atla1278	Osopong
osse1244	NA	NA	NA	atla1278	Osse
osse1245	NA	NA	NA	indo1319	Ossetic
osso1235	NA	NA	NA	nucl1709	Osso
ostb1234	NA	NA	NA	indo1319	Ostbergisch
oste1241	NA	NA	NA	indo1319	Österbotten
oste1242	NA	NA	NA	indo1319	Österdalarna
oste1243	NA	NA	NA	indo1319	Ostermooring
oste1244	NA	NA	NA	indo1319	Osterländisch
oste1245	NA	NA	NA	indo1319	Osterzgebirgisch
ostf1234	NA	NA	NA	indo1319	North Low Saxon
osth1234	NA	NA	NA	indo1319	Osthessisch
ostk1235	NA	NA	NA	khoe1240	Ost-Kxoe
ostl1234	NA	NA	NA	indo1319	Ost-Limburgisch
ostm1234	NA	NA	NA	indo1319	Ostmeissnisch
ostn1234	NA	NA	NA	indo1319	Östnor
ostp1234	NA	NA	NA	indo1319	Ostpfälzisch
ostr1239	NA	NA	NA	indo1319	Ostrogoth
ostu1241	NA	NA	NA	mixe1284	Ostuacín
ostw1234	NA	NA	NA	indo1319	Ostwestfalisch
osum1242	NA	NA	NA	japo1237	Osumi-ben
osum1243	NA	NA	NA	nucl1709	Osum-Wadaginam-Pomoikan
osuu1238	NA	NA	NA	atla1278	Osu
otal1238	NA	NA	NA	iroq1247	Otali
otap1238	NA	NA	NA	atla1278	Otapha
otba1239	NA	NA	NA	aust1307	Ot Banu'u
otba1240	NA	NA	NA	aust1307	Ot Balawan
otin1234	NA	NA	NA	atla1278	Oti North Guang
otiv1239	NA	NA	NA	atla1278	Oti-Volta
otiv1240	NA	NA	NA	atla1278	Oti-Volta Oriental
otmu1237	NA	NA	NA	aust1307	Ot Murung 1
otol1237	NA	NA	NA	aust1307	Ot Olang
otom1297	NA	NA	NA	otom1299	Otomian
otom1299	NA	NA	NA	NA	Otomanguean
otom1300	NA	NA	NA	otom1299	Otomi
otoo1241	NA	NA	NA	siou1252	Oto
otop1241	NA	NA	NA	otom1299	Otopame-Chinantecan
otop1242	NA	NA	NA	otom1299	Otopamean
otsh1238	NA	NA	NA	cent2225	Otsho
otta1243	NA	NA	NA	pidg1258	Ottawa-based pidgin
otto1234	NA	NA	NA	turk1311	Ottoman Turkish
ottu1237	NA	NA	NA	aust1307	Ot Tuhup
otva1238	NA	NA	NA	timo1261	Otvai
ouap1235	NA	NA	NA	atla1278	Ouapadoupou
ouar1238	NA	NA	NA	atla1278	Ouarkoye
ouar1239	NA	NA	NA	afro1255	Ouargli-Oued Righ
ouat1238	NA	NA	NA	atla1278	Ouatourou-Niasogoni
oued1238	NA	NA	NA	afro1255	Ouedghir
ouen1237	NA	NA	NA	aust1307	Ouen
ouhi1238	NA	NA	NA	atla1278	Ouhiguyua
oujd1238	NA	NA	NA	afro1255	Oujda
oule1238	NA	NA	NA	maba1274	Ouled Djemma
oumi1237	NA	NA	NA	aust1307	Oumic
oute1238	NA	NA	NA	indo1319	Outer Indus Kohistani
oute1246	NA	NA	NA	indo1319	Outer Siraji
oute1247	NA	NA	NA	sino1245	Outer-Eastern Tamang
oute1258	NA	NA	NA	afro1255	Outer South Ethiopic
oute1259	NA	NA	NA	nucl1709	Outer Enga
oute1261	NA	NA	NA	nimb1257	Outer Nimboranic
oute1262	NA	NA	NA	drav1251	Outer Barwe
ouza1238	NA	NA	NA	afro1255	Ouzal
ovan1234	NA	NA	NA	indo1319	Ovansiljan
ovan1235	NA	NA	NA	atla1278	Ovanyaneka
ovce1234	NA	NA	NA	indo1319	Ovce Pole
over1238	NA	NA	NA	iroq1247	Overhill-Middle Cherokee
ovre1234	NA	NA	NA	indo1319	Övre Västerdalmål
owar1237	NA	NA	NA	japo1237	Owari
owee1241	NA	NA	NA	atla1278	Owe
owee1242	NA	NA	NA	atla1278	Owe (Isoko)
ower1238	NA	NA	NA	atla1278	Owerri
oxal1234	NA	NA	NA	atla1278	Oxalac
oxyr1237	NA	NA	NA	afro1255	Oxyrhynchite
oyan1240	NA	NA	NA	nucl1709	Oyana
oyed1238	NA	NA	NA	atla1278	Oyede
oyia1238	NA	NA	NA	ijoi1239	Oyiakiri
oyin1238	NA	NA	NA	atla1278	Oyin
oyka1239	NA	NA	NA	pama1250	Oykangand
oyok1238	NA	NA	NA	atla1278	Oyokom
oyoo1238	NA	NA	NA	atla1278	Oyo
oyuo1234	NA	NA	NA	atla1278	Oyuomi
ozar1236	NA	NA	NA	indo1319	Ozark English
ozel1234	NA	NA	NA	toto1251	Ozelonacaxtla
ozor1238	NA	NA	NA	atla1278	Ozoro
paac1238	NA	NA	NA	indo1319	Paachsai
paan1239	NA	NA	NA	sino1245	Pa'an
pabi1240	NA	NA	NA	afro1255	Pabir
paca1243	NA	NA	NA	uncl1493	Pacahuaras-Castillo
paca1247	NA	NA	NA	araw1281	Pacaguara-Mercier
pach1239	NA	NA	NA	indo1319	Pachagan
paci1277	NA	NA	NA	atha1245	Pacific Coast Athabaskan
paci1280	NA	NA	NA	indo1319	Pacific Creole English
pada1255	NA	NA	NA	indo1319	Padar
pada1256	NA	NA	NA	indo1319	Padari
pada1258	NA	NA	NA	aust1307	Padang (Taliabu)
pada1259	NA	NA	NA	aust1307	Pa'da
pada1260	NA	NA	NA	aust1307	Pa'da Kona
pada1261	NA	NA	NA	aust1307	Padas
pada1262	NA	NA	NA	aust1307	Padang
pada1263	NA	NA	NA	aust1307	Pa' Dalan
pade1238	NA	NA	NA	atla1278	Padee
padi1242	NA	NA	NA	nort2923	Pa'disua
padm1234	NA	NA	NA	sino1245	Padma
pado1241	NA	NA	NA	aust1307	Padoa
padv1238	NA	NA	NA	indo1319	Padvi
paek1234	NA	NA	NA	uncl1493	Paekche
pael1234	NA	NA	NA	indo1319	Paelignian
paga1237	NA	NA	NA	aust1307	Pagai
paga1238	NA	NA	NA	atla1278	Pagabeteic
pagb1237	NA	NA	NA	aust1307	Pagbahan
pagi1245	NA	NA	NA	bord1247	Pagi-Kilmeri
pagu1251	NA	NA	NA	nort2923	Paguic
paha1252	NA	NA	NA	indo1319	Pahari
paha1253	NA	NA	NA	aust1305	Paharia
paha1254	NA	NA	NA	taik1256	Southern Kra
paha1255	NA	NA	NA	indo1319	Paharic
paha1256	NA	NA	NA	aust1307	Pahang Malay
pahe1238	NA	NA	NA	pano1259	Pahenbaquebo
pahe1239	NA	NA	NA	hmon1336	Paheng
pahi1245	NA	NA	NA	aust1305	Pahi (Austroasiatic)
paho1240	NA	NA	NA	NA	Pahoturi
pahu1239	NA	NA	NA	aust1307	Pahu
pahu1240	NA	NA	NA	aust1307	Pahu'
paie1238	NA	NA	NA	nucl1709	Paiela
paii1250	NA	NA	NA	atla1278	Pai (Pedi)
paii1251	NA	NA	NA	cent2225	Paï (Laka)
paii1252	NA	NA	NA	coch1271	Pai
paik1238	NA	NA	NA	atla1278	Paiko
pail1243	NA	NA	NA	sino1245	Pailibo
pais1239	NA	NA	NA	wali1264	Pai-Sinen-Walio
pait1245	NA	NA	NA	aust1307	Paitana
pait1248	NA	NA	NA	aust1307	Paitanic
pait1249	NA	NA	NA	aust1307	Paita-Unya
pajo1237	NA	NA	NA	aust1307	Pajokumbuh
paka1255	NA	NA	NA	afro1255	Paka
pake1237	NA	NA	NA	aust1307	Pa Kembaloh
paki1244	NA	NA	NA	indo1319	Pakistani English
paki1245	NA	NA	NA	sout2948	Pakia-Sideronsi
pakk1241	NA	NA	NA	aust1307	Pak (Vatrata)
pakk1242	NA	NA	NA	aust1307	Pak
pakk1243	NA	NA	NA	aust1307	Pakkau
paks1238	NA	NA	NA	taik1256	Pakse
pala1332	NA	NA	NA	indo1319	Palampuri
pala1333	NA	NA	NA	indo1319	Palasi
pala1336	NA	NA	NA	aust1305	Palaung
pala1337	NA	NA	NA	aust1305	Lowland Brao
pala1338	NA	NA	NA	sino1245	Palakhi
pala1339	NA	NA	NA	sino1245	Palaw
pala1340	NA	NA	NA	chuk1271	Palanskij
pala1343	NA	NA	NA	aust1307	Pala
pala1345	NA	NA	NA	aust1307	Palauan-Calavite
pala1346	NA	NA	NA	aust1307	Palaui Island
pala1347	NA	NA	NA	aust1307	Palanan Dumagat
pala1348	NA	NA	NA	aust1307	Palaui Island Agta
pala1350	NA	NA	NA	NA	Palaihnihan
pala1352	NA	NA	NA	aust1305	Palaungic
pala1354	NA	NA	NA	aust1307	Palawanic
pala1355	NA	NA	NA	indo1319	Palatinate
pala1356	NA	NA	NA	arti1236	Palawa Kani
pale1251	NA	NA	NA	aust1305	Palee'n
pale1252	NA	NA	NA	sino1245	Paletwa Daai
pale1261	NA	NA	NA	afro1255	Jewish Palestinian Aramaic
pale1264	NA	NA	NA	aust1307	Palembang
pale1265	NA	NA	NA	aust1307	Palembang Lama
pale1266	NA	NA	NA	aust1307	Palembang-Lowland
pale1267	NA	NA	NA	aust1307	Palembang Pasar
pale1268	NA	NA	NA	aust1307	Palembang Pesisir
pali1272	NA	NA	NA	indo1319	Paulician
pali1275	NA	NA	NA	krua1234	Palipo
pali1276	NA	NA	NA	nilo1247	Palioupiny
pali1277	NA	NA	NA	nilo1247	Paliet
pali1278	NA	NA	NA	nduu1242	Palimbei
pali1280	NA	NA	NA	indo1319	Palikur Creole French
palk1239	NA	NA	NA	pama1250	Palku
palk1240	NA	NA	NA	sino1245	Palkyi
pall1245	NA	NA	NA	indo1319	Pallarès
palm1242	NA	NA	NA	afro1255	Palmyrene
palm1243	NA	NA	NA	indo1319	Palmerston Island English
palo1244	NA	NA	NA	atla1278	Palor-Ndut
palu1255	NA	NA	NA	indo1319	Dangari
pama1250	NA	NA	NA	NA	Pama-Nyungan
pama1251	NA	NA	NA	pama1250	Paman
pama1253	NA	NA	NA	pama1250	Paman Kuku
pama1255	NA	NA	NA	unat1236	Pama-Nyungan (Unattested)
pamb1244	NA	NA	NA	aust1307	Pambuhan
pamb1245	NA	NA	NA	aust1307	Pamboang
pame1258	NA	NA	NA	aust1307	Pamekesan
pame1259	NA	NA	NA	aust1307	Pamela
pame1260	NA	NA	NA	otom1299	Pamean
pame1261	NA	NA	NA	koma1264	Pame-Kigile
pame1262	NA	NA	NA	koma1264	Pame Opo
pami1248	NA	NA	NA	tini1245	Pamigua
pamm1243	NA	NA	NA	aust1307	Pam
pamo1251	NA	NA	NA	aust1307	Pamona-Tombelala
pamo1254	NA	NA	NA	tuca1253	Pamoa Bara
pamo1255	NA	NA	NA	book1242	Pamona (Retired)
pamu1239	NA	NA	NA	nucl1709	Pamusa
pamu1240	NA	NA	NA	uncl1493	Pamunkey
pana1290	NA	NA	NA	sino1245	Panapu
pana1294	NA	NA	NA	atla1278	Pana
pana1296	NA	NA	NA	atla1278	Pana South
pana1297	NA	NA	NA	atla1278	Pana North
pana1299	NA	NA	NA	nilo1247	Pan Aru
pana1300	NA	NA	NA	aust1307	Panatinani
pana1301	NA	NA	NA	aust1307	Panawina
pana1302	NA	NA	NA	aust1307	Panasuanic
pana1304	NA	NA	NA	misu1242	Panamahka
pana1309	NA	NA	NA	choc1280	Panama-Baudo-Atrato
pana1311	NA	NA	NA	pidg1258	Panare Trade Spanish
panc1242	NA	NA	NA	uncl1493	Panche
panc1245	NA	NA	NA	indo1319	Panchali
pand1261	NA	NA	NA	indo1319	Pandau
pand1262	NA	NA	NA	taik1256	Pandong
pand1263	NA	NA	NA	atla1278	Panda
pand1265	NA	NA	NA	cent2225	Pandikeri
pand1266	NA	NA	NA	aust1307	Pandan
pand1267	NA	NA	NA	aust1307	Pandewan
pane1234	NA	NA	NA	aust1307	Panesak
pang1283	NA	NA	NA	sino1245	Pangjungkho Boli
pang1284	NA	NA	NA	sino1245	Pangal
pang1285	NA	NA	NA	sino1245	Pangi
pang1288	NA	NA	NA	atla1278	Panga
pang1289	NA	NA	NA	aust1307	Pang Pang
pang1292	NA	NA	NA	aust1307	Pangkep
pang1293	NA	NA	NA	aust1307	Pangsoia-Dolatok
pang1294	NA	NA	NA	timo1261	Panggar
pani1257	NA	NA	NA	drav1251	Pani Yerava
pani1259	NA	NA	NA	nucl1709	Paniai Lakes
pani1260	NA	NA	NA	paez1247	South Páez
pani1261	NA	NA	NA	otom1299	Panixtlahuaca Chatino
pani1263	NA	NA	NA	nucl1709	Panim-Isebe-Bau
panj1257	NA	NA	NA	indo1319	Panjabi Proper
panj1258	NA	NA	NA	drav1251	Panjiri Yerava
panj1260	NA	NA	NA	indo1319	Panjguri
pano1256	NA	NA	NA	pano1259	Panoan
pano1257	NA	NA	NA	pano1259	Pano Nawa
pano1259	NA	NA	NA	NA	Pano-Tacanan
pano1260	NA	NA	NA	unat1236	Pano-Tacanan (Unattested)
pans1234	NA	NA	NA	aust1307	Pansen
pant1252	NA	NA	NA	indo1319	Pantesco
pant1253	NA	NA	NA	sino1245	Panthare
pant1254	NA	NA	NA	pama1250	Pantikura
pant1255	NA	NA	NA	atla1278	Pantera
pant1257	NA	NA	NA	toto1251	Pantepec
pany1242	NA	NA	NA	atla1278	Panya
pany1246	NA	NA	NA	afro1255	Panyam
pany1247	NA	NA	NA	pama1250	Panytyima-Yinhawangka
panz1235	NA	NA	NA	uncl1493	Panzaleo
paok1236	NA	NA	NA	atla1278	Pao Koh
paom1238	NA	NA	NA	sino1245	Paomata
paoo1246	NA	NA	NA	sino1245	Pa-O Yamphe
papa1264	NA	NA	NA	atla1278	Papara
papa1266	NA	NA	NA	aust1307	Papakene
papa1267	NA	NA	NA	aust1307	Papar (West Coast Bajau)
papa1270	NA	NA	NA	otom1299	Papabuco
papu1235	NA	NA	NA	pidg1258	Papuan Hiri Motu
papu1253	NA	NA	NA	aust1307	Papuan Tip linkage
papu1254	NA	NA	NA	pidg1258	Papuan Pidgin English
papu1256	NA	NA	NA	indo1319	Papuni
para1288	NA	NA	NA	indo1319	Parabhi
para1300	NA	NA	NA	indo1319	Parazhghan
para1303	NA	NA	NA	sino1245	Parali
para1304	NA	NA	NA	nilo1247	Parakuyo
para1305	NA	NA	NA	aust1307	Parata
para1308	NA	NA	NA	cari1283	Paravilhana-Pauxiana
para1314	NA	NA	NA	nucl1710	Paraná Kaingang
para1317	NA	NA	NA	indo1319	Paramaccan
para1319	NA	NA	NA	tupi1275	Paraguay-Brazil Guarani
para1321	NA	NA	NA	sign1238	Paraguay-Uruguay Sign
para1322	NA	NA	NA	xuku1239	Paratio
para1323	NA	NA	NA	nada1235	Paraná Buá-Buá
para1325	NA	NA	NA	pano1259	Paranawa
parb1234	NA	NA	NA	sino1245	Parbate Kham
pard1244	NA	NA	NA	indo1319	Western Awadhi
pare1267	NA	NA	NA	sino1245	Paren
pare1268	NA	NA	NA	chuk1271	Paren (Koryak)
pare1269	NA	NA	NA	aust1307	Paret
pare1270	NA	NA	NA	nucl1709	Parec
pare1273	NA	NA	NA	araw1281	Xaray
pare1274	NA	NA	NA	atla1278	Pare-Taveta
pare1275	NA	NA	NA	araw1281	Parenic
pare1276	NA	NA	NA	araw1281	Pareni
pare1277	NA	NA	NA	atla1278	Pareic
pari1255	NA	NA	NA	drav1251	Parikala
pari1257	NA	NA	NA	aust1307	Paripao
pari1258	NA	NA	NA	tupi1275	Parintintín
parj1243	NA	NA	NA	drav1251	Parji-Ollari-Gadaba
parm1234	NA	NA	NA	indo1319	Parmont
pars1250	NA	NA	NA	indo1319	Parsiwan
pars1253	NA	NA	NA	indo1319	Parsi (Zoroastrian)
paru1239	NA	NA	NA	cari1283	Parukotoan
parv1238	NA	NA	NA	indo1319	Parvati
pary1243	NA	NA	NA	indo1319	Parya Bhilali
pasa1241	NA	NA	NA	atla1278	Pasaali
pasa1242	NA	NA	NA	aust1307	Pasangkayu
pase1241	NA	NA	NA	aust1307	Pase
pase1242	NA	NA	NA	aust1307	Pasemah
pash1269	NA	NA	NA	indo1319	Pashto
pash1270	NA	NA	NA	indo1319	Pashayi
pash1271	NA	NA	NA	indo1319	Pashagar
pasi1253	NA	NA	NA	sino1245	Pasi (India)
pasi1254	NA	NA	NA	aust1307	Pasismanua
pasi1255	NA	NA	NA	aust1307	Pasisir
pasi1256	NA	NA	NA	aust1307	Pasia (Indonesia)
pasi1257	NA	NA	NA	aust1307	Pasir
pasi1258	NA	NA	NA	aust1307	Pesisir Lor
paso1238	NA	NA	NA	aust1305	Pasoom
pasp1238	NA	NA	NA	indo1319	Rumelian Romani
pass1248	NA	NA	NA	nucl1709	Pass Valley
pass1249	NA	NA	NA	algi1248	Passamaquoddy
pass1251	NA	NA	NA	utoa1244	Pass Cahuilla
past1243	NA	NA	NA	uncl1493	Pasto
past1248	NA	NA	NA	surm1244	Pastoral Surmic
past1249	NA	NA	NA	quec1387	Pastaza Quechua
pata1255	NA	NA	NA	uncl1493	Patagon
pata1258	NA	NA	NA	indo1319	Patagonian Welsh
pata1259	NA	NA	NA	atla1278	Patara
pata1263	NA	NA	NA	aust1307	Patakai-Manusela
pate1245	NA	NA	NA	indo1319	Patelia
pate1246	NA	NA	NA	atla1278	Pate
pati1239	NA	NA	NA	aust1307	Patipi
patl1234	NA	NA	NA	book1242	Patla-Chicontla Totonac
patl1235	NA	NA	NA	toto1251	Patla-Cacahuatlán
pato1242	NA	NA	NA	atla1278	Patool
pato1243	NA	NA	NA	indo1319	St Lucian Patois
patp1244	NA	NA	NA	aust1307	Patpatar-Minigir-Tolai
patt1247	NA	NA	NA	drav1251	Pattapu Bhasha
patt1250	NA	NA	NA	aust1307	Pattae'
patt1251	NA	NA	NA	aust1307	Pattinjo
patt1253	NA	NA	NA	aust1307	Pattani-Nonthaburi Malay
patt1254	NA	NA	NA	aust1307	Pattani Malay
patv1238	NA	NA	NA	indo1319	Patvi
paui1240	NA	NA	NA	araw1282	Western Jamamadi
paum1248	NA	NA	NA	araw1282	Ituxi Paumari
paun1240	NA	NA	NA	aust1307	Paunangis
paur1240	NA	NA	NA	indo1319	Pauri-Nahali
pauw1244	NA	NA	NA	NA	Pauwasi
pawa1253	NA	NA	NA	indo1319	Pawari
pawa1254	NA	NA	NA	nilo1247	Pawany
pawi1238	NA	NA	NA	cari1283	Pawiyana
pawn1252	NA	NA	NA	cadd1255	Pawnee-Kitsai
pawn1253	NA	NA	NA	cadd1255	Pawnee-Arikara
paya1237	NA	NA	NA	uncl1493	Payaya
payi1239	NA	NA	NA	nucl1708	Payi
pear1246	NA	NA	NA	aust1305	Pearic
peaw1239	NA	NA	NA	east2503	Peawa
peba1241	NA	NA	NA	NA	Peba-Yagua
peba1242	NA	NA	NA	peba1241	Peba-Yameo
peda1234	NA	NA	NA	aust1307	Pedamaran
peee1242	NA	NA	NA	afro1255	Pe (Chadic)
peem1238	NA	NA	NA	atla1278	Peemba
peer1242	NA	NA	NA	atla1278	Peer Muure
pega1234	NA	NA	NA	aust1307	Pegagan
pegu1239	NA	NA	NA	aust1305	Pegu
peho1238	NA	NA	NA	afro1255	Pe-Holom-Gamé
pehu1241	NA	NA	NA	arau1255	Pehuenche
peka1243	NA	NA	NA	nucl1709	Peka
peka1244	NA	NA	NA	aust1307	Pekalongan
peko1235	NA	NA	NA	cari1283	Pekodian
pela1243	NA	NA	NA	aust1307	Pelau
pela1244	NA	NA	NA	aust1307	Pelauw
pela1248	NA	NA	NA	afro1255	Pela (Nigeria)
pele1246	NA	NA	NA	pele1245	Pele (New Britain)
pelm1238	NA	NA	NA	sino1245	Pelmung
pelo1238	NA	NA	NA	indo1319	Peloponnese
pelu1234	NA	NA	NA	afro1255	Pelu
pely1234	NA	NA	NA	ural1272	Pelym
pema1234	NA	NA	NA	aust1307	Pemalang
pemb1239	NA	NA	NA	atla1278	Pemba
pemo1246	NA	NA	NA	cari1283	Pemong-Panare
pemo1247	NA	NA	NA	cari1283	Pemongan
pena1261	NA	NA	NA	aust1307	Penasifu
pena1262	NA	NA	NA	aust1307	Penapo
pena1263	NA	NA	NA	aust1307	Peñablanca
pena1264	NA	NA	NA	aust1307	Penan Gang
pena1265	NA	NA	NA	aust1307	Penan Lusong
pena1266	NA	NA	NA	aust1307	Penan Apo
pena1267	NA	NA	NA	aust1307	Penan Lanying
pena1268	NA	NA	NA	aust1307	Penan Silat
pena1269	NA	NA	NA	aust1307	Penan Apoh
pena1271	NA	NA	NA	aust1307	Penan
pena1272	NA	NA	NA	dogo1299	Penangic
penc1240	NA	NA	NA	aust1307	Penchangan
pend1243	NA	NA	NA	sali1255	Pend D'oreille
pend1244	NA	NA	NA	book1242	Pending Report Release
pene1237	NA	NA	NA	aust1307	Penesak
pene1238	NA	NA	NA	sali1255	Penelakut
peng1245	NA	NA	NA	aust1307	Penghulu
peni1239	NA	NA	NA	atla1278	Peninsula Sherbro
peni1240	NA	NA	NA	ural1272	Peninsular Eastern Saami
penn1241	NA	NA	NA	cent2225	Pen
peno1243	NA	NA	NA	algi1248	Penobscot
pens1238	NA	NA	NA	aust1307	Pensiangan Murut
pent1243	NA	NA	NA	atla1278	Pentane
penu1234	NA	NA	NA	aust1307	Penukal
peom1238	NA	NA	NA	krua1234	Péomé
peor1238	NA	NA	NA	algi1248	Peoria
pepe1238	NA	NA	NA	atla1278	Pepesa
pera1253	NA	NA	NA	ural1272	Peräpohja
pera1254	NA	NA	NA	aust1305	Perak II
pera1255	NA	NA	NA	aust1305	Perak I
pera1258	NA	NA	NA	aust1307	Perai-Tugun-Aputai
pera1259	NA	NA	NA	aust1307	Perai-Aputai
pera1260	NA	NA	NA	aust1307	Perak Malay
pere1234	NA	NA	NA	atla1278	Perema-Mumbake
pere1235	NA	NA	NA	nucl1709	Perene
perg1234	NA	NA	NA	dogo1299	Perge Tegu
peri1254	NA	NA	NA	sino1245	Peripheral Karen
peri1256	NA	NA	NA	atla1278	Perim
peri1257	NA	NA	NA	atla1278	Peri
peri1258	NA	NA	NA	aust1307	Peripheral Papuan Tip linkage
peri1260	NA	NA	NA	sino1245	Peripheral Kuki-Chin
peri1261	NA	NA	NA	aust1307	Peripheral Central Bisayan
peri1262	NA	NA	NA	aust1307	Peripheral Western Malakula
peri1263	NA	NA	NA	ural1272	Peripheral South Udmurt
peri1264	NA	NA	NA	araw1281	Periquitos-Santa Rosa Tariana
peri1265	NA	NA	NA	araw1281	Periquitos Tariana
peri1266	NA	NA	NA	indo1319	Peripheral Kermanshahic
perm1256	NA	NA	NA	ural1272	Permian
pers1247	NA	NA	NA	mixe1287	Persian-Indic
peru1236	NA	NA	NA	sign1238	Peruvian-Inmaculada Sign
peru1237	NA	NA	NA	indo1319	Peruk
peru1238	NA	NA	NA	pano1259	Peruvian Kashinawa
pesh1239	NA	NA	NA	indo1319	Peshawar Hindko
peta1244	NA	NA	NA	atla1278	Peta
peta1246	NA	NA	NA	aust1307	Petasia
petc1238	NA	NA	NA	hmon1336	Petchabun Miao
pete1237	NA	NA	NA	aust1307	Peterara
pets1237	NA	NA	NA	aust1307	Petspets
petu1234	NA	NA	NA	iroq1247	Petun-Wyandot
petu1235	NA	NA	NA	iroq1247	Petun
peul1234	NA	NA	NA	atla1278	Fula-Sereer
peve1239	NA	NA	NA	chuk1271	Pevekskij
pewa1238	NA	NA	NA	krua1234	Pewa
pfjo1234	NA	NA	NA	atla1278	PF-Jola
pfun1238	NA	NA	NA	atla1278	Pfunde
phad1238	NA	NA	NA	sino1245	Phadang
phak1239	NA	NA	NA	taik1256	Phakeic
phal1257	NA	NA	NA	sino1245	Phali
phal1258	NA	NA	NA	atla1278	Phalaborwa
phal1259	NA	NA	NA	atla1278	Phaleng
phan1252	NA	NA	NA	aust1305	Phang
phan1255	NA	NA	NA	atla1278	Phani
phar1238	NA	NA	NA	indo1319	Pharasa
phay1242	NA	NA	NA	aust1305	Phay-Pram
phed1238	NA	NA	NA	sino1245	Phedappe
phee1234	NA	NA	NA	atla1278	Pheende-Kwezo
phel1241	NA	NA	NA	sino1245	Phelongre
pher1238	NA	NA	NA	sino1245	Pherrongre
phil1244	NA	NA	NA	sino1245	Philim
phil1246	NA	NA	NA	indo1319	Philippine English
phil1247	NA	NA	NA	aust1307	Philippines Iranun
phob1238	NA	NA	NA	sino1245	Phobjib-Chali-Bumthangic
phob1239	NA	NA	NA	sino1245	Phobjikha
phoe1238	NA	NA	NA	afro1255	Phoenician-Punic
phol1236	NA	NA	NA	sino1245	Pholic
phos1234	NA	NA	NA	sino1245	Phosul
phot1238	NA	NA	NA	sino1245	Photsimi
phow1235	NA	NA	NA	sino1245	Phowa
phun1244	NA	NA	NA	sino1245	Phunoi-Coong
phup1236	NA	NA	NA	sino1245	Phupha-Alugu
phup1238	NA	NA	NA	sino1245	Phupa-Phuza
phut1245	NA	NA	NA	atla1278	Phuthi (Southern Sotho)
phuu1238	NA	NA	NA	sino1245	Phu
pian1241	NA	NA	NA	atla1278	Pianga
pian1242	NA	NA	NA	cari1283	Pianocotó
piap1247	NA	NA	NA	araw1281	Piapoco-Achagua
piap1250	NA	NA	NA	afro1255	Piapung-Koenoem
piaw1238	NA	NA	NA	NA	Piawi
pich1239	NA	NA	NA	quec1387	Pichincha Quichua
picu1247	NA	NA	NA	arau1255	Picunche
pidg1237	NA	NA	NA	pidg1258	Pidgin Fijian
pidg1248	NA	NA	NA	pidg1258	Pidgin Gulf Arabic
pidg1249	NA	NA	NA	pidg1258	Pidgin Hawaiian
pidg1252	NA	NA	NA	pidg1258	Pidgin Madam
pidg1253	NA	NA	NA	sign1238	Pidgin Sign Language
pidg1254	NA	NA	NA	pidg1258	Pidgin Chinook Jargon
pidg1255	NA	NA	NA	pidg1258	Pidgin Kaurna
pidg1256	NA	NA	NA	pidg1258	Pidgin Carib
pidg1257	NA	NA	NA	pidg1258	Pidgin Tukang Besi
pidg1258	NA	NA	NA	NA	Pidgin
pidh1238	NA	NA	NA	cent2225	Pidha
pidi1240	NA	NA	NA	sino1245	Pidisoi
pidi1241	NA	NA	NA	aust1307	Pidie
pidl1239	NA	NA	NA	afro1255	Pidlimndi
pied1241	NA	NA	NA	indo1319	Piedmont Sintí
piee1238	NA	NA	NA	krua1234	Pie
pieg1239	NA	NA	NA	algi1248	Piegan
piem1239	NA	NA	NA	indo1319	Piemontese-Lombard
piig1238	NA	NA	NA	atla1278	Piiga
pika1238	NA	NA	NA	nucl1709	Pikaru
pikw1234	NA	NA	NA	pama1250	Pikwurrung
pila1244	NA	NA	NA	guai1249	Pilaga-Toba
pila1246	NA	NA	NA	nucl1709	Pila
pila1247	NA	NA	NA	koma1264	Pilakoy
pila1248	NA	NA	NA	sali1255	Pilaltxw
pilb1234	NA	NA	NA	pama1250	Pilbara
pili1238	NA	NA	NA	sino1245	Piling
pilt1234	NA	NA	NA	pama1250	Piltapalta
pima1249	NA	NA	NA	utoa1244	Piman
pimm1234	NA	NA	NA	ural1272	Pim
pimu1238	NA	NA	NA	tura1263	Pimuru
pina1250	NA	NA	NA	aust1307	Pinangol
pina1251	NA	NA	NA	aust1307	Pinan
pina1253	NA	NA	NA	piaw1238	Pinai
pind1243	NA	NA	NA	atla1278	Pindiga
pind1244	NA	NA	NA	tupi1275	Guajajára of Pindare
pind1245	NA	NA	NA	nucl1709	Pindiu
ping1242	NA	NA	NA	atla1278	Pingou
ping1245	NA	NA	NA	sino1245	Pinghua
